INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
21-072749,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/02/2021 09:22:58 PM,Thursday,Personal Weapons,200 BLOCK GUNNISON AV SW,December
21-072761,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 12:00:00 AM,Friday,Personal Weapons,1600 BLOCK BROADWAY AV NW,December
21-072788,1305,N7,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/02/2021 11:50:13 PM,Thursday,Other,400 BLOCK CHERRY ST SE,December
21-072809,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 04:25:40 AM,Friday,Personal Weapons,100 BLOCK GRIGGS ST SW,December
21-070858,1178,S3,South,11008,Sexual Contact Forcible CSC 4th,Fondling,Crimes Against Person,Sex Offenses,CSC 4TH DEGREE - FORCIBLE CONTACT,11/20/2021 02:30:00 PM,Saturday,None,500 BLOCK LAGRAVE AV SE,November
21-072836,1313,N7,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 10:19:12 AM,Friday,Personal Weapons,300 BLOCK PARIS AV SE,December
21-072865,1305,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,11/09/2021 03:00:00 PM,Tuesday,Motor Vehicle/Vessel,300 BLOCK DICKINSON ST SW,November
21-072875,1384,N2,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",12/03/2021 01:23:00 PM,Friday,None,1000 BLOCK SWEET ST NE,December
21-072881,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 02:29:09 PM,Friday,Personal Weapons,700 BLOCK SPENCER ST NE,December
21-072901,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 05:00:00 PM,Friday,Personal Weapons,DIAMOND AV NE & ABERDEEN ST NE,December
21-072907,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 06:28:14 PM,Friday,Personal Weapons,1700 BLOCK PLAINFIELD AV NE,December
21-072935,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 08:39:06 PM,Friday,Personal Weapons,0 BLOCK WESTON ST SW,December
21-072955,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 10:50:15 PM,Friday,Other,1000 BLOCK MICHIGAN ST NE,December
21-072963,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 11:39:14 PM,Friday,None,EASTERN AV SE & WORDEN ST SE,December
21-072971,1313,C1,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 12:05:50 AM,Saturday,Personal Weapons,500 BLOCK BOND AV NW,December
21-072984,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 01:30:00 AM,Saturday,None,2100 BLOCK DIVISION AV,December
21-072994,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 02:52:21 AM,Saturday,Personal Weapons,1000 BLOCK CASS AV SE,December
21-072999,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 04:11:50 AM,Saturday,Unknown,200 BLOCK MONROE AV NW,December
21-073015,1313,W2,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 06:23:57 AM,Saturday,Personal Weapons,1000 BLOCK FREDERICK AV NW,December
21-073034,1313,E2,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 09:40:00 AM,Saturday,None,2300 BLOCK KALAMAZOO AV SE,December
21-073042,1397,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,12/04/2021 11:10:00 AM,Saturday,Handgun,1800 BLOCK PALACE AV SW,December
21-073044,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 11:45:27 AM,Saturday,Personal Weapons,100 BLOCK TRAVIS ST NE,December
21-073050,1380,W6,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/04/2021 11:35:00 AM,Saturday,None,0 BLOCK DELONEY AV SW,December
21-073057,1174,W3,West,11004,Sexual Penetration Oral/Anal CSC 3rd,Sodomy,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION ORAL/ANAL,12/04/2021 01:20:00 PM,Saturday,None,800 BLOCK ALPINE AV NW,December
21-073063,1380,N7,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/04/2021 02:00:00 PM,Saturday,None,300 BLOCK MADISON AV SE,December
21-073066,1313,S1,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 02:33:00 PM,Saturday,None,800 BLOCK LAKE DR SE,December
21-073070,1380,C1,Central,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/04/2021 02:37:00 PM,Saturday,None,500 BLOCK BOND AV NW,December
21-073078,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 03:46:57 PM,Saturday,Personal Weapons,1900 BLOCK WILLARD AV SE,December
21-073091,1380,E1,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/04/2021 08:20:00 AM,Saturday,None,600 BLOCK ALGER ST SE,December
21-073089,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 04:50:00 PM,Saturday,Personal Weapons,1100 BLOCK DAVIS AV NW,December
21-073102,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 06:27:12 PM,Saturday,Personal Weapons,0 BLOCK TRAVIS ST NE,December
21-073109,1306,W4,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,12/04/2021 07:03:46 PM,Saturday,Personal Weapons,700 BLOCK LEONARD ST NW,December
21-073118,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 07:36:19 PM,Saturday,Other,800 BLOCK NORTH AV NE,December
21-073119,1306,S6,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,12/04/2021 07:39:51 PM,Saturday,Other,900 BLOCK KALAMAZOO AV SE,December
21-073126,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 09:10:15 PM,Saturday,Personal Weapons,1100 BLOCK BROADWAY AV NW,December
21-073154,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/04/2021 10:51:10 PM,Saturday,Personal Weapons,900 BLOCK FULTON ST,December
21-073161,1302,E7,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/04/2021 11:24:52 PM,Saturday,Blunt Object,700 BLOCK LONDON ST SW,December
21-073175,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 12:45:50 AM,Sunday,None,700 BLOCK JACKSON ST NW,December
21-073182,1396,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,12/05/2021 01:35:42 AM,Sunday,Personal Weapons,1400 BLOCK DIVISION AV,December
21-073234,1302,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/05/2021 09:18:32 AM,Sunday,Knife/Cutting Instrument,1300 BLOCK NORTHFIELD DR NE,December
21-073235,1313,E2,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 09:28:15 AM,Sunday,Personal Weapons,1800 BLOCK RALPH AV SE,December
21-073238,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 09:51:32 AM,Sunday,None,100 BLOCK OTTAWA AV NW,December
21-073252,1380,E8,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/05/2021 11:20:00 AM,Sunday,None,2100 BLOCK JEROME AV SW,December
21-073259,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 11:00:00 AM,Sunday,None,1800 BLOCK NEWARK AV SE,December
21-073264,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 02:50:43 PM,Sunday,Personal Weapons,1900 BLOCK PALACE AV SW,December
21-073284,1305,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/05/2021 05:21:22 PM,Sunday,Blunt Object,0 BLOCK ANN ST NW,December
21-073295,1302,N4,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/05/2021 06:46:40 PM,Sunday,Other,800 BLOCK HOUSEMAN AV NE,December
21-073330,1380,N2,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/05/2021 09:49:30 PM,Sunday,None,1300 BLOCK NORTHFIELD DR NE,December
21-073331,1313,S8,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 09:51:02 PM,Sunday,Personal Weapons,800 BLOCK OAKLAND AV SW,December
21-073335,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 10:19:29 PM,Sunday,Other,2000 BLOCK DIVISION AV,December
21-073339,1313,S7,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 10:25:01 PM,Sunday,None,0 BLOCK PUTNAM ST SW,December
21-069663,1177,E1,East,11007,Sexual Contact Forcible CSC 2nd,Fondling,Crimes Against Person,Sex Offenses,CSC 2ND DEGREE - FORCIBLE CONTACT,11/11/2021 12:00:00 PM,Thursday,None,400 BLOCK DICKINSON ST SE,November
21-073400,1376,E2,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/06/2021 07:17:38 AM,Monday,None,2100 BLOCK ROSEWOOD AV SE,December
21-073402,1385,W1,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Other Electronic, Harass/Threat",12/06/2021 07:26:31 AM,Monday,None,1400 BLOCK COVELL AV NW,December
21-073411,1313,N4,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 07:30:00 PM,Sunday,Personal Weapons,1000 BLOCK COLLEGE AV NE,December
21-073416,1313,S2,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 10:00:00 AM,Monday,Personal Weapons,0 BLOCK FULTON ST,December
21-073424,1171,E8,East,11001,Sexual Penetration Penis/Vagina CSC 1st,Rape,Crimes Against Person,Sex Offenses,CSC 1ST - SEXUAL PENETRATION PENIS/VAGINA,12/06/2021 10:30:00 AM,Monday,None,0 BLOCK ELM ST SW,December
21-073441,1313,S5,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 12:30:00 PM,Monday,Other,800 BLOCK FRANKLIN ST SE,December
21-073442,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 01:27:53 PM,Monday,Personal Weapons,400 BLOCK DELAWARE ST SE,December
21-073452,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 01:59:39 PM,Monday,Personal Weapons,1500 BLOCK 28TH ST SE,December
21-073463,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 03:04:55 PM,Monday,Personal Weapons,2300 BLOCK RIVERSIDE DR NE,December
21-073485,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 05:58:25 PM,Monday,Personal Weapons,600 BLOCK CHARLES AV SE,December
21-073499,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/05/2021 09:30:00 PM,Sunday,Unknown,100 BLOCK FULTON ST,December
21-073510,1305,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/06/2021 08:00:16 PM,Monday,Knife/Cutting Instrument,100 BLOCK WESTON ST SW,December
21-073524,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/06/2021 09:48:31 PM,Monday,Personal Weapons,200 BLOCK COMMERCE AV SW,December
21-073542,1302,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/07/2021 12:00:00 AM,Tuesday,Knife/Cutting Instrument,100 BLOCK SHELDON AV SE,December
21-073554,1371,E1,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,MURDER ATTEMPT,12/07/2021 01:59:33 AM,Tuesday,Firearm (type unknown),100 BLOCK BURTON ST SE,December
21-073567,1313,W6,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/07/2021 03:47:18 AM,Tuesday,Personal Weapons,200 BLOCK GOLD AV SW,December
21-073569,1302,S3,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/07/2021 04:17:14 AM,Tuesday,Knife/Cutting Instrument,100 BLOCK PLEASANT ST SE,December
21-072633,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,11/25/2021 01:30:00 AM,Thursday,Personal Weapons,0 BLOCK MONROE AV NW,November
21-073583,1384,E8,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",12/07/2021 07:34:26 AM,Tuesday,None,2100 BLOCK BUCHANAN AV SW,December
21-073632,1305,S2,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/07/2021 12:46:41 PM,Tuesday,Motor Vehicle/Vessel,1300 BLOCK LAKE DR SE,December
21-073667,1305,E1,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/07/2021 03:14:48 PM,Tuesday,Firearm (type unknown),1900 BLOCK PROSPECT AV SE,December
21-073639,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/07/2021 05:50:00 PM,Tuesday,Personal Weapons,400 BLOCK DICKINSON ST SE,December
21-073683,1313,W5,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 12:00:00 PM,Wednesday,Personal Weapons,800 BLOCK SIBLEY ST NW,December
21-073697,1313,E7,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/07/2021 07:30:00 PM,Tuesday,None,500 BLOCK CORDELIA ST SW,December
21-073700,1313,S7,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/07/2021 07:27:48 PM,Tuesday,Personal Weapons,1000 BLOCK IONIA AV SW,December
21-073723,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/07/2021 10:54:32 PM,Tuesday,None,2300 BLOCK RAYBROOK AV SE,December
21-073725,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/07/2021 11:33:46 PM,Tuesday,Personal Weapons,2100 BLOCK PARIS AV SE,December
21-073742,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 02:10:00 AM,Wednesday,None,2600 BLOCK 29TH ST SE,December
21-073755,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 05:12:09 AM,Wednesday,Personal Weapons,200 BLOCK BROWN ST SE,December
21-073783,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 08:00:00 AM,Wednesday,Personal Weapons,1000 BLOCK EVERGREEN ST SE,December
21-073801,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/03/2021 09:00:00 PM,Friday,Personal Weapons,200 BLOCK JEFFERSON AV SE,December
21-073835,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 01:40:24 PM,Wednesday,Personal Weapons,0 BLOCK ANN ST NW,December
21-073853,1313,S2,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 02:42:35 PM,Wednesday,Personal Weapons,1300 BLOCK SIGSBEE ST SE,December
21-073855,1305,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/08/2021 04:58:11 PM,Wednesday,Blunt Object,700 BLOCK SPENCER ST NE,December
21-073861,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 03:25:07 PM,Wednesday,None,4300 BLOCK STUART AV SE,December
21-073864,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 03:42:35 PM,Wednesday,Personal Weapons,2000 BLOCK ONTARIO AV NE,December
21-073881,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 05:15:00 PM,Wednesday,Personal Weapons,400 BLOCK IONIA AV SW,December
21-073887,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 07:03:13 PM,Wednesday,Personal Weapons,4100 BLOCK POINT O'WOODS CT SE,December
21-073893,1302,S7,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/08/2021 07:03:50 PM,Wednesday,Blunt Object,900 BLOCK DIVISION AV,December
21-073933,1313,S2,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/08/2021 10:47:12 PM,Wednesday,Personal Weapons,1400 BLOCK WEALTHY ST SE,December
21-073947,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 12:34:49 AM,Thursday,Other,1300 BLOCK KALAMAZOO AV SE,December
21-073975,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 04:16:52 AM,Thursday,Personal Weapons,1000 BLOCK MICHIGAN ST NE,December
21-073986,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 06:10:00 AM,Thursday,Other,600 BLOCK LAFAYETTE AV SE,December
21-071229,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,11/24/2021 01:15:00 PM,Wednesday,None,3400 BLOCK CHENEY AV NE,November
21-074006,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 07:49:25 AM,Thursday,Personal Weapons,1400 BLOCK YORKSHIRE ST SE,December
21-074010,1313,W2,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 08:16:00 AM,Thursday,Personal Weapons,2600 BLOCK BURRITT ST NW,December
21-074042,1313,C1,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 11:04:50 AM,Thursday,Personal Weapons,600 BLOCK MONROE AV NW,December
21-074052,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 01:04:16 PM,Thursday,Personal Weapons,0 BLOCK LYON ST NW,December
21-074089,1172,X,Other Jurisdiction,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,01/31/2021 12:00:00 AM,Sunday,Personal Weapons,5200 BLOCK 28TH ST SE,January
21-074098,1380,N8,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/09/2021 11:00:00 AM,Thursday,None,0 BLOCK BATAVIA PL NE,December
21-074106,1313,E1,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 06:10:00 PM,Thursday,Personal Weapons,2100 BLOCK FRANCIS AV SE,December
21-074108,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 06:15:00 PM,Thursday,Personal Weapons,1400 BLOCK MUSKEGON AV NW,December
21-074130,1175,W2,West,11005,Sexual Penetration Object CSC 1st,Sexual Assault with an object,Crimes Against Person,Sex Offenses,CSC 1ST - SEXUAL PENETRATION OBJECT,12/09/2021 08:18:11 PM,Thursday,Other,500 BLOCK MARSH RIDGE DR NW,December
21-074136,1396,N1,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,12/09/2021 08:43:24 PM,Thursday,Personal Weapons,2400 BLOCK KNAPP ST NE,December
21-074193,1306,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,12/10/2021 01:52:53 AM,Friday,Personal Weapons,100 BLOCK GRANDVILLE AV SW,December
21-074197,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/10/2021 02:33:39 AM,Friday,Other,200 BLOCK BARNETT ST NE,December
21-072303,1313,S8,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,11/30/2021 12:00:00 PM,Tuesday,Personal Weapons,800 BLOCK DORCHESTER AV SW,November
21-074232,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/10/2021 09:09:33 AM,Friday,Personal Weapons,2400 BLOCK 28TH ST SE,December
21-074240,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/10/2021 02:00:00 AM,Friday,None,100 BLOCK GRANDVILLE AV SW,December
21-074250,1376,W2,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/10/2021 10:35:33 AM,Friday,None,2200 BLOCK LAKE MICHIGAN DR NW,December
21-074254,1385,C3,Central,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Other Electronic, Harass/Threat",11/17/2021 02:52:00 AM,Wednesday,None,400 BLOCK IONIA AV SW,November
21-074263,1380,N2,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/10/2021 11:30:00 AM,Friday,None,1600 BLOCK CENTER AV NE,December
21-074271,1396,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,12/09/2021 03:00:00 PM,Thursday,Personal Weapons,400 BLOCK SPENCER ST NE,December
21-074286,1384,W4,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",12/08/2021 12:00:00 AM,Wednesday,None,1400 BLOCK BROADWAY AV NW,December
