INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
23-072474,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/08/2023 11:48:00 AM,Friday,None,2200 BLOCK DIVISION AV,December
23-072494,3970,W3,West,39002,"Gambling, Operating/Promoting/Assisting",Operating/Promoting/Assisting Gambling,Crimes Against Society,Gambling Offenses,License/Rule Violations,12/08/2023 02:39:59 PM,Friday,None,LEONARD ST NW & ALPINE AV NW,December
23-072548,5213,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/08/2023 07:36:28 PM,Friday,Firearm (type unknown),600 BLOCK OAKDALE ST SE,December
23-072565,3592,E5,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/08/2023 08:53:36 PM,Friday,None,2900 BLOCK EASTERN AV SE,December
23-072643,5289,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/09/2023 02:25:26 AM,Saturday,Handgun,ANDRE ST SW & DIVISION AV,December
23-072643,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/09/2023 02:25:26 AM,Saturday,Handgun,ANDRE ST SW & DIVISION AV,December
23-072649,5213,E8,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/09/2023 02:28:46 AM,Saturday,Handgun,2100 BLOCK DIVISION AV,December
23-072720,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/09/2023 11:29:20 AM,Saturday,,BUCHANAN AV SW & BAYLIS ST SW,December
23-072720,5212,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,POSSESSION OF WEAPON,12/09/2023 11:29:20 AM,Saturday,,BUCHANAN AV SW & BAYLIS ST SW,December
23-078210,3592,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/09/2023 07:27:07 PM,Saturday,None,WEALTHY ST SW & IONIA AV SW,December
23-072873,3590,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,12/10/2023 12:30:00 AM,Sunday,None,1900 BLOCK DIVISION AV,December
23-072873,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/10/2023 12:30:00 AM,Sunday,Handgun,1900 BLOCK DIVISION AV,December
23-072874,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/10/2023 12:30:00 AM,Sunday,Handgun,1900 BLOCK DIVISION AV,December
23-072883,3532,E7,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/10/2023 01:30:00 AM,Sunday,None,CENTURY AV SW & BURTON ST SW,December
23-073060,3532,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/10/2023 10:24:09 PM,Sunday,None,BURTON ST SE & THELMA AV SE,December
23-073271,5289,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/11/2023 11:48:34 PM,Monday,Blunt Object,GRIGGS ST SW & DIVISION AV,December
23-073271,3504,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Hallucinogen - Possess,12/11/2023 11:48:34 PM,Monday,None,GRIGGS ST SW & DIVISION AV,December
23-073296,3530,E5,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/12/2023 03:01:24 AM,Tuesday,None,MARSHALL AV SE & LARAWAY PZ SE,December
23-073316,3512,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Heroin - Possess,12/12/2023 05:00:00 AM,Tuesday,None,200 BLOCK CORINNE ST SW,December
23-073554,3592,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/13/2023 03:19:06 AM,Wednesday,None,MADISON AV SE & 28TH ST SE,December
23-073558,3547,N5,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,12/12/2023 09:07:00 PM,Tuesday,None,2000 BLOCK BELTLINE AV NE,December
23-073645,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),07/07/2023 03:58:00 PM,Friday,Handgun,ALGER ST SE & DIVISION AV,July
23-073645,5299,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),07/07/2023 03:58:00 PM,Friday,Handgun,ALGER ST SE & DIVISION AV,July
23-073762,5213,E5,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/14/2023 12:25:00 AM,Thursday,Handgun,1400 BLOCK VANAUKEN ST SE,December
23-073867,5213,E1,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/14/2023 12:00:00 AM,Thursday,Firearm (type unknown),500 BLOCK DICKINSON ST SE,December
23-073886,5299,S4,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),12/14/2023 03:30:00 PM,Thursday,Knife/Cutting Instrument,SHERMAN ST SE & EASTERN AV SE,December
23-073993,3547,E3,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,12/15/2023 05:30:24 AM,Friday,None,32ND ST SE & MAPLE VILLA DR SE,December
23-074000,4099,W5,West,40002,"Commercialized sex, Assisting/Promoting Prostitution",Assisting or Promoting Prostitution,Crimes Against Society,Prostitution Offenses,COMMERCIAL SEX(OTHER),12/15/2023 06:07:00 AM,Friday,None,400 BLOCK LANE AV NW,December
23-074119,3530,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/15/2023 03:38:00 PM,Friday,None,2200 BLOCK DIVISION AV,December
23-074160,5295,W4,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/15/2023 07:17:03 PM,Friday,Handgun,SEWARD AV NW & 11TH ST NW,December
23-074160,5299,W4,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),12/15/2023 07:17:03 PM,Friday,Handgun,SEWARD AV NW & 11TH ST NW,December
23-074152,3530,S2,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/15/2023 06:37:00 PM,Friday,None,1200 BLOCK WEALTHY ST SE,December
23-074231,5295,S3,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/16/2023 12:50:00 AM,Saturday,Handgun,DIVISION AV  & GARDEN ST SE,December
23-074231,3590,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,12/16/2023 12:50:00 AM,Saturday,None,DIVISION AV  & GARDEN ST SE,December
23-074238,3576,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,"Crystal Meth, Possess",12/16/2023 01:32:00 AM,Saturday,None,ANN ST NE & MONROE AV NE,December
23-074240,5299,S3,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),12/16/2023 02:07:53 AM,Saturday,Handgun,1100 BLOCK LAFAYETTE AV SE,December
23-074385,5295,N8,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/16/2023 11:38:00 PM,Saturday,Other,700 BLOCK MICHIGAN ST NE,December
23-074640,5213,W3,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/18/2023 09:08:29 AM,Monday,Handgun,900 BLOCK NAGOLD ST NW,December
23-074660,3532,X,Other Jurisdiction,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/18/2023 11:20:00 AM,Monday,None,1300 BLOCK 28TH ST SW,December
23-074660,5212,X,Other Jurisdiction,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,POSSESSION OF WEAPON,12/18/2023 11:20:00 AM,Monday,Other,1300 BLOCK 28TH ST SW,December
23-074782,5289,W3,West,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/18/2023 10:38:21 PM,Monday,Other,800 BLOCK NAGOLD ST NW,December
23-074773,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/19/2023 12:00:00 AM,Tuesday,None,0 BLOCK BURTON ST SW,December
23-074778,5295,E8,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/18/2023 10:22:50 PM,Monday,Handgun,0 BLOCK BURTON ST SW,December
23-074778,3530,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/18/2023 10:22:50 PM,Monday,None,0 BLOCK BURTON ST SW,December
23-074794,3532,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/19/2023 01:30:00 AM,Tuesday,None,800 BLOCK UNION AV SE,December
23-074798,3532,S4,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/19/2023 12:08:38 AM,Tuesday,None,800 BLOCK UNION AV SE,December
23-074813,3532,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/19/2023 12:00:00 AM,Tuesday,None,OAKDALE ST SE & MARSHALL AV SE,December
23-074876,3592,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/19/2023 11:35:30 AM,Tuesday,None,COMMERCE AV SW & BARTLETT ST SW,December
23-074930,5213,S6,South,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/19/2023 07:00:00 PM,Tuesday,Firearm (type unknown),1900 BLOCK KALAMAZOO AV SE,December
23-075213,3592,E5,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/21/2023 01:54:21 AM,Thursday,None,800 BLOCK 28TH ST SE,December
23-075253,3562,S7,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Possess,12/21/2023 08:35:13 AM,Thursday,None,400 BLOCK DIVISION AV,December
23-075329,3530,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/21/2023 03:53:00 PM,Thursday,None,2000 BLOCK KALAMAZOO AV SE,December
23-075329,3560,E2,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,12/21/2023 03:53:00 PM,Thursday,None,2000 BLOCK KALAMAZOO AV SE,December
23-075346,3592,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/21/2023 05:40:00 PM,Thursday,None,COMMERCE AV SW & BARTLETT ST SW,December
23-075376,3532,E3,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/21/2023 07:37:00 PM,Thursday,None,2300 BLOCK 28TH ST SE,December
23-075394,5586,W6,West,72000,Animal Cruelty,Animal Cruelty,Crimes Against Society,Animal Cruelty,ANIMALS - CRUELTY TO,12/21/2023 09:54:32 PM,Thursday,None,800 BLOCK VETO ST NW,December
23-075417,5586,N5,North,72000,Animal Cruelty,Animal Cruelty,Crimes Against Society,Animal Cruelty,ANIMALS - CRUELTY TO,12/22/2023 12:32:16 AM,Friday,None,1900 BLOCK STONEBROOK CT NE,December
23-075484,3547,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Methamphetamine - Possess,12/22/2023 09:42:14 AM,Friday,None,300 BLOCK ANN ST NE,December
23-075655,3557,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Ecstasy - Possess,12/22/2023 11:50:00 PM,Friday,None,BURTON ST SW & DARWIN AV SW,December
23-075652,3592,W4,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/23/2023 12:26:33 AM,Saturday,None,700 BLOCK STOCKING AV NW,December
23-075662,3592,W3,West,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Possess,12/23/2023 01:15:28 AM,Saturday,None,ALPINE AV NW & LEONARD ST NW,December
23-075716,5213,W3,West,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,"WEAPON FIRING (CARELESS, RECKLESS, HEEDLESS, ETC)",12/23/2023 10:22:33 AM,Saturday,Firearm (type unknown),1100 BLOCK RICHMOND ST NW,December
23-075784,3532,S3,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/23/2023 05:52:06 PM,Saturday,None,MADISON AV SE & WORDEN ST SE,December
23-075862,5295,E6,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/24/2023 02:29:57 AM,Sunday,,DIVISION AV  & COTTAGE GROVE ST SW,December
23-075872,5295,E6,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/24/2023 02:30:00 AM,Sunday,,DIVISION AV  & COTTAGE GROVE ST SW,December
23-075904,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/24/2023 11:12:30 AM,Sunday,None,DIVISION AV  & EOLA ST SE,December
23-075930,5289,N7,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/24/2023 03:56:00 PM,Sunday,Other,300 BLOCK PARIS AV SE,December
23-076085,5289,N3,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/25/2023 03:52:00 PM,Monday,Handgun,NORTH AV NE & MORE ST NE,December
23-076150,5295,N7,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/26/2023 03:40:00 AM,Tuesday,Handgun,MICHIGAN ST NE & COLLEGE AV NE,December
23-075927,5289,N7,North,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - OTHER (WEAPON),12/24/2023 03:56:00 PM,Sunday,Other,300 BLOCK PARIS AV SE,December
23-076304,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/26/2023 09:01:05 PM,Tuesday,None,1800 BLOCK BUCHANAN AV SW,December
23-076313,5295,E1,East,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/26/2023 09:50:00 PM,Tuesday,Handgun,WITHEY ST SE & FRANCIS AV SE,December
23-076313,3560,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,12/26/2023 09:50:00 PM,Tuesday,None,WITHEY ST SE & FRANCIS AV SE,December
23-076331,5295,S6,South,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/26/2023 11:57:34 PM,Tuesday,Handgun,1100 BLOCK FULLER AV SE,December
23-076331,3560,S6,South,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Marijuana - Sell,12/26/2023 11:57:34 PM,Tuesday,None,1100 BLOCK FULLER AV SE,December
23-076342,3532,E8,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/27/2023 12:37:42 AM,Wednesday,None,BUCHANAN AV SW & DICKINSON ST SW,December
23-076383,3532,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Possess,12/27/2023 07:08:55 AM,Wednesday,None,ALGER ST SE & MADISON AV SE,December
23-076457,3542,C3,Central,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Synthetic Narcotic - Possess,12/27/2023 02:00:00 PM,Wednesday,None,DIVISION AV  & WEALTHY ST SE,December
23-076568,3530,N2,North,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Cocaine - Sell,12/27/2023 11:05:00 PM,Wednesday,None,TAYLOR AV  & GROVE ST NE,December
23-076584,5295,C3,Central,52001,"Weapons Offense, Concealed",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,CCW - AUTO (WEAPON),12/28/2023 12:00:00 AM,Thursday,Handgun,200 BLOCK CESAR E CHAVEZ AV SW,December
23-076584,5299,C3,Central,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),12/28/2023 12:00:00 AM,Thursday,Handgun,200 BLOCK CESAR E CHAVEZ AV SW,December
23-701973,4004,E6,East,40001,"Commercialized Sex, Prostitution",Prostitution,Crimes Against Society,Prostitution Offenses,PROSTITUTION,12/28/2023 01:32:00 AM,Thursday,None,1800 BLOCK 44TH ST SE,December
23-075905,5299,E5,East,52003,"Weapon Offense, Other",Weapon Law Violations,Crimes Against Society,Weapon Law Violations,WEAPONS OFFENSE (OTHER),12/24/2023 11:29:00 AM,Sunday,Knife/Cutting Instrument,4200 BLOCK NORMAN DR SE,December
23-076718,3540,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Synthetic Narcotic - Sell,12/28/2023 05:00:00 PM,Thursday,None,JEFFERSON AV SE & BURTON ST SE,December
23-076718,3590,E1,East,35001,Violation of Controlled Substance Act,Drug/Narcotic Violations,Crimes Against Society,Drug/Narcotic Offenses,Crack - Sell,12/28/2023 05:00:00 PM,Thursday,None,JEFFERSON AV SE & BURTON ST SE,December
